id,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards,artwork_url,style,image_genre,object,color,tone,composition,intro_url
0603,Pushpamala N.,Indian,Contemporary Art,1905/5/9,,,,Taurus,India,Bangalore,Asia,,,Photography||Sculpture,Performance Photography||Photo-romance,,Bangalore University||Maharaja Sayajirao University of Baroda,0,5,https://uploads5.wikiart.org/00333/images/pushpamala-n/motherland-studio-photograph-with-flag-trishool-and-om-2009.jpg!PinterestSmall.jpg,Postcolonial art,Portrait,Figure Holding A Flag And A Lion,"Warm Tones (Reds, Yellows)",Bright,Central Composition,https://www.wikiart.org/en/pushpamala-n/motherland-studio-photograph-with-flag-trishool-and-om-2009
0604,Neo Rauch,German,New Leipzig School,1960/4/18,,,,Aries,East Germany,Leipzig,Europe,,,Painting,,,Hochschule für Grafik und Buchkunst Leipzig,0,0,https://uploads1.wikiart.org/00166/images/neo-rauch/der-felsenwirt-2014.jpg!PinterestSmall.jpg,Social Realism,Figurative,"People, Surreal Elements",Pink,Neutral,Asymmetrical,https://www.wikiart.org/en/neo-rauch/der-felsenwirt-2014
0605,Ellsworth Kelly,American,Hard-edge painting||Color Field painting||Minimalism,1923/5/31,2015/12/27,92,20th-21st,Gemini,United States,Newburgh,North America,United States,Spencertown,Painting||Sculpture||Printmaking,,,Pratt Institute||School of the Museum of Fine Arts||Boston||Ecole nationale superieure des Beaux-Arts,0,0,https://uploads5.wikiart.org/images/ellsworth-kelly/red-blue-green-1963.jpg!PinterestSmall.jpg,Hard Edge Painting,,Geometric Shapes,"Red, Green, Blue",Bright,Geometric,https://www.wikiart.org/en/ellsworth-kelly/red-blue-green-1963
0606,Frank Lobdell,American,Bay Area Figurative Movement||Bay Area Abstract Expressionism,1921/8/23,2013/12/14,92,20th-21st,Virgo,United States,Kansas City,North America,United States,Palo Alto,Painting||Drawing||Prints,Abstract,,St. Paul School of Fine Arts||California School of Fine Arts||Acad茅mie de la Grande Chaumi猫re,1,5,https://uploads2.wikiart.org/images/frank-lobdell/1-august-1948-1948.jpg!PinterestSmall.jpg,Abstract Expressionism,Abstract,Curved Forms,Brown,Dark,Swirling Lines,https://www.wikiart.org/en/frank-lobdell/1-august-1948-1948
0607,Imi Knoebel,German,Minimalism||Abstract,1940/3/1,,,,Pisces,Germany,Dessau,Europe,,Dusseldorf,Painting||Sculpture,,,Darmstadt Werkkunstschule||Kunstakademie Dusseldorf,1,0,https://uploads2.wikiart.org/images/imi-knoebel/grace-kelly-iii-1994.jpg!PinterestSmall.jpg,Minimalism,,Rectangles,Various (Multicolored),Bright,Geometric Arrangement,https://www.wikiart.org/en/imi-knoebel/grace-kelly-iii-1994
0608,Karl Otto G?tz,German,Art Informel,1914/2/22,2017/8/19,103,20th-21st,Pisces,Germany,Aachen,Europe,,,Painting||Filmmaking||Draughtsmanship||Printmaking||Writing,Abstract||Surrealism||Expressionism||Landscape,,School of Applied Arts,0,0,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg!PinterestSmall.jpg,Art Informel,,Abstract Forms,Pink,Neutral,Dynamic,https://www.wikiart.org/en/karl-otto-gotz/untitled-1958
0609,Harmony Hammond,American,,1944/2/8,,,,Leo,United States,Chicago,North America,,,Painting||Sculpture,Abstract,,University of Minnesota||New York Feminist Art Institute,0,0,https://uploads8.wikiart.org/images/harmony-hammond/untitled-1971.jpg!PinterestSmall.jpg,Post-Minimalism,Still Life,Bag-Like Form With Protruding Elements,Mixed/Predominantly Pale,Neutral,Asymmetrical,https://www.wikiart.org/en/harmony-hammond/untitled-1971
0610,Paul Allen Reed,American,Washington Color School||Color Field Painting,1919/3/28,2015/9/26,96,20th-21st,Aries,USA,"Washington, DC",North America,,,Painting||Graphic Design,Abstract,,Corcoran School of Art,0,0,https://uploads7.wikiart.org/images/paul-reed/17dr-1965.jpg!PinterestSmall.jpg,Color Field Painting,,Circle,Orange,Bright,Centralized,https://www.wikiart.org/en/paul-reed/17dr-1965
0611,Wen-Ying Tsai,Chinese||American,Cybernetic||Kinetic Art,1928/10/13,2013/1/2,84,20th-21st,Libra,China,Xiamen,Asia,United States,New York,Sculpture||Kinetic Art,,Married,University of Michigan,0,2,https://uploads5.wikiart.org/images/wen-ying-tsai/optical-painting-1964.jpg!PinterestSmall.jpg,Op Art,Geometric,Circles,Blue,Neutral,Grid-Like,https://www.wikiart.org/en/wen-ying-tsai/optical-painting-1964
0612,Pat Lipsky,American,Lyrical Abstraction||Color Field Painting||Geometric abstraction,,,,,,,New York City,,,,Painting,Abstract,,Cornell University||Hunter College,0,0,https://uploads3.wikiart.org/images/pat-lipsky/sandwich-1969.jpg!PinterestSmall.jpg,Lyrical Abstraction,,Color Bands,"Blue, Red, Yellow",Bright,Horizontal Bands,https://www.wikiart.org/en/pat-lipsky/sandwich-1969
0613,Giulio Paolini,Italian,Arte Povera||Conceptual Art,1940/11/5,,,,Taurus,Italy,Genoa,Europe,,,Painting||Photography,Abstract,,Giambattista Bodoni State Industrial Technical School of Graphics and Photography,0,0,https://uploads4.wikiart.org/images/giulio-paolini/early-dynastic-1971.jpg!PinterestSmall.jpg,Conceptual Art,Installation,Pillars,White,Neutral,Symmetrical,https://www.wikiart.org/en/giulio-paolini/early-dynastic-1971
0614,Dominique Gonzalez-Foerster,French,Contemporary,1965/6/30,,,,Cancer,France,Strasbourg,Europe,,,Video Projection||Photography||Spatial Installations||Landscaping||Design||Writing||Film||Set Design,Minimalistic||Oneiric||Science Fiction,,Ecole du Magasin,0,3,https://uploads8.wikiart.org/images/dominique-gonzalez-foerster/after-2009.jpg!PinterestSmall.jpg,Conceptual Art,Text-Based Art,Neon Sign,Red,Bright,Minimalist,https://www.wikiart.org/en/dominique-gonzalez-foerster/after-2009
0615,Maria Pryimachenko,Ukrainian,Folk Art||Na?ve Art,1908/1/1,1997/1/1,89,20th,,Ukraine,Bolotnya,Europe,Ukraine,,Painting||Drawing||Embroidery||Ceramics,Decorative||Folk,,,0,0,https://uploads4.wikiart.org/images/maria-primachenko/black-beast-1936.jpg!PinterestSmall.jpg,Naïve Art (Primitivism),Animal,"Animal, Plants","Black, Brown, Red",Neutral,Symmetrical,https://www.wikiart.org/en/maria-primachenko/black-beast-1936
0616,Lorna Simpson,American,Conceptual Photography,1960/8/13,,,,Leo,United States,Brooklyn,North America,,,Photography||Multimedia||Film||Painting||Drawing||Audio||Sculpture,Photo-text installations||Photo-collages,,,0,1,https://uploads3.wikiart.org/00333/images/lorna-simpson/recall-1998.jpg!PinterestSmall.jpg,Feminist Art,Portrait,Person With A Cup,Black And White,Neutral,Central Focus,https://www.wikiart.org/en/lorna-simpson/recall-1998
0617,Gebre Kristos Desta||Gebrekristos Desta,Ethiopian,Abstract Expressionism,,1905/6/3,,,,Ethiopia,Harrar,Africa,,,Painting||Poetry,Abstract||Religious,,Haile Sellassie School||General Wingate High School||Art School in Cologne||Addis Ababa University,0,0,https://uploads0.wikiart.org/images/gebre-kristos-desta/power-1967.jpg!PinterestSmall.jpg,Abstract Expressionism,,Geometric Shapes,Red,Dark,Dynamic,https://www.wikiart.org/en/gebre-kristos-desta/power-1967
0618,Giulio Cesare Andrea Evola,Italian,Dadaism||Futurism,1898/5/19,1974/6/11,76,19th-20th,Taurus,Italy,Rome,Europe,Italy,,Painting||Philosophy||Esoteric Studies,,,,0,0,https://uploads7.wikiart.org/images/julius-evola/astrazione-1921.jpg!PinterestSmall.jpg,Abstract Art,Abstract,"Curved Lines, Abstract Forms","Earth Tones, Green, Yellow",Neutral,"Dynamic, Flowing",https://www.wikiart.org/en/julius-evola/astrazione-1921
0619,Agnes Bernice Martin,Canadian||American,Abstract Expressionism||Minimalism,1912/3/22,2004/12/16,92,20th-21st,Aries,Canada,Macklin,North America,United States,Tao,Painting,Abstract,,Western Washington University,1,0,https://uploads2.wikiart.org/images/agnes-martin/the-islands-1961(1).jpg!PinterestSmall.jpg,Minimalism,Abstract,Geometric Shapes,Beige,Neutral,Symmetrical,https://www.wikiart.org/en/agnes-martin/the-islands-1961
0620,Julian Rossi Ashton,English||Australian,Heidelberg School||Australian Impressionism,1851/1/27,1942/4/27,91,19th-20th,Aquarius,England,Addlestone,Europe,,,Painting||Teaching,,,Sydney Art School||Académie Julian,0,0,https://uploads8.wikiart.org/images/julian-ashton/evening-merri-creek-1882.jpg!PinterestSmall.jpg,Realism,Landscape,"Trees, River",Green,Dark,Balanced,https://www.wikiart.org/en/julian-ashton/evening-merri-creek-1882
0621,Ronald Bladen,American,Minimal Art,1918/7/13,1905/6/10,-14,20th,Cancer,Canada,Vancouver,North America,United States,New York,Painting||Sculpture,,Separated,Brata Gallery,0,1,https://uploads3.wikiart.org/images/ronald-bladen/black-lightining-garden-1981.jpg!PinterestSmall.jpg,Minimalism,Sculpture,Geometric Structures,Black And White,Neutral,Asymmetrical Arrangement,https://www.wikiart.org/en/ronald-bladen/black-lightining-garden-1981
0622,Paula Rego,Portuguese,,1935/1/26,,,,Aquarius,Portugal,Lisbon,Europe,,,Painting||Printmaking,,,Slade School of Fine Art,0,0,https://uploads6.wikiart.org/images/paula-rego/the-fitting-1989.jpg!PinterestSmall.jpg,Expressionism,Genre Scene,"People, Dress",Green,Neutral,Balanced,https://www.wikiart.org/en/paula-rego/the-fitting-1989
0623,Alexander Bazhbeuk-Melikyan,Georgian,Avant-garde,1891/9/11,1966/7/20,74,19th-20th,Virgo,Georgia,Tbilisi,Asia,Soviet Union,Tbilisi,Painting||Graphic Design||Sculpture,Female Figure||Circus Theme,Remarried,Georgian Academy of Arts,1,1,https://uploads7.wikiart.org/images/alexander-bazhbeuk-melikyan/the-courtyard-1964.jpg!PinterestSmall.jpg,Expressionism,Genre Painting,Reclining Figure,Earth Tones,Dark,Asymmetrical,https://www.wikiart.org/en/alexander-bazhbeuk-melikyan/the-courtyard-1964
0624,Roy Fox Lichtenstein,American,Pop Art,1923/10/27,1997/9/29,73,20th,Scorpio,United States,New York,North America,,,Painting,Parody||Comic,,Art Students League of New York||Ohio State University,0,0,https://uploads3.wikiart.org/images/roy-lichtenstein/takka-takka-1962.jpg!PinterestSmall.jpg,Pop Art,Comic,Gun,Yellow,Bright,Dynamic,https://www.wikiart.org/en/roy-lichtenstein/takka-takka-1962
0625,Marisol Escobar,French-Venezuelan,Pop Art,1930/5/22,2016/4/30,85,20th-21st,Gemini,France,Paris,Europe,United States,New York,Sculpture,Feminism||Portrait,,Ecole des Beaux-Arts||Art Students League,0,0,https://uploads4.wikiart.org/images/marisol-escobar/love-1962.jpg!PinterestSmall.jpg,Neo-Dada,Still Life,"Glass Bottle, Ceramic Base",Neutral,Neutral,Central Focus,https://www.wikiart.org/en/marisol-escobar/love-1962
0626,Ben Shahn,Lithuanian-American,Abstract Expressionism,1898/9/12,1969/3/14,70,19th-20th,Virgo,Lithuania,Kaunas,Europe,United States,New York,Painting,Abstract||Social Realism,Remarried,City College||National Academy of Design,0,0,https://uploads3.wikiart.org/00163/images/norman-lewis/lewis-norman-evening-rendezvous-1962.jpg!PinterestSmall.jpg,Abstract Expressionism,,,"Blue, Red, Green",Dark,Non-Linear,https://www.wikiart.org/en/norman-lewis/evening-rendezvous-1962
0627,Paul Feeley,American,Color Field,1910/7/27,1966/6/10,55,20th,Leo,United States,,North America,United States,,Painting,Abstract,Married,Bennnington College,1,0,https://uploads6.wikiart.org/images/paul-feeley/germanicus-1960.jpg!PinterestSmall.jpg,Color Field Painting,Abstract,Abstract Shapes,Blue And Yellow,Neutral,Repetitive Pattern,https://www.wikiart.org/en/paul-feeley/germanicus-1960
0628,William Eggleston,American,,1939/7/27,,,,Leo,United States,Memphis,North America,,,Photography,,,Ole Miss,1,0,https://uploads3.wikiart.org/images/william-eggleston/the-red-ceiling-greenwood-mississippi-1973.jpg!PinterestSmall.jpg,,Still Life,"Ceiling, Light Bulb",Red,Dark,Asymmetrical,https://www.wikiart.org/en/william-eggleston/the-red-ceiling-greenwood-mississippi-1973
0629,Luc Tuymans,Belgian,,1958/1/1,,,,,Belgium,Mortsel,Europe,,,Painting||Video||Film,Figurative||Historical,,Multiple Institutions,1,0,https://uploads6.wikiart.org/images/luc-tuymans/the-time-1988-3.jpg!PinterestSmall.jpg,New European Painting,Still Life,Geometric Shapes,Grey,Neutral,Minimalist,https://www.wikiart.org/en/luc-tuymans/the-time-1988-3
0630,Ivan Kenneth Eyre,Canadian,,1935/4/15,,,,Aries,Canada,Tullymet,North America,,,Painting||Drawing||Sculpture,Prairie Landscapes||Abstract||Figurative,,Saskatoon Technical Collegiate||University of Saskatchewan||University of Manitoba School of Art||University of North Dakota,0,0,https://uploads4.wikiart.org/00210/images/ivan-eyre/eyre014-1.jpg!PinterestSmall.jpg,Surrealism,Figurative,"Silhouette With Scenery, Chair, Mug",Black,Dark,Juxtaposition,https://www.wikiart.org/en/ivan-eyre/spring-brocade-2008
0631,Dan Flavin,American,Minimalism,1933/4/1,1996/11/29,63,20th,Aries,United States,Jamaica,North America,United States,Riverhead,Sculpture||Installation,,Widowed,Multiple Institutions,0,0,https://uploads3.wikiart.org/images/dan-flavin/a-primary-picture-1964.jpg!PinterestSmall.jpg,Minimalism,Installation,Neon Lights,"Yellow, Red, Blue",Bright,Geometric Arrangement,https://www.wikiart.org/en/dan-flavin/a-primary-picture-1964
0632,Houria Niati,Algerian,Contemporary,1905/5/1,,,,,Algeria,Khemis Miliana,Africa,,,Mixed media,,,Camden Arts Centre||Croydon College of Art||Middlesex University,0,0,https://uploads0.wikiart.org/00298/images/houria-niati/mother-and-i.jpg!PinterestSmall.jpg,Contemporary,Calligraphy,Calligraphic Text,Multicolored,Bright,Layered Text,https://www.wikiart.org/en/houria-niati/mother-and-i-2008
0633,Marcel Broodthaers,Belgian,Surrealism||Institutional Critique,1924/1/28,1976/1/28,52,20th,Aquarius,Belgium,Brussels,Europe,Belgium,,Poetry||Filmmaking||Art,Installation||Collage,,,0,0,https://uploads5.wikiart.org/images/marcel-broodthaers/white-cabinet-and-white-table-1965.jpg!PinterestSmall.jpg,Conceptual Art,Still Life,Cabinet Filled With Spheres,White,Neutral,Symmetrical,https://www.wikiart.org/en/marcel-broodthaers/white-cabinet-and-white-table-1965
0634,Nicolas de Sta?l,French,Abstraction,1914/1/5,1955/3/16,41,20th,,Russia,Saint Petersburg,Europe,France,Paris,Painting||Collage||Illustration||Textiles,Abstract||Landscape,Married,Brussels Acad茅mie Royale des Beaux-Arts,0,0,https://uploads5.wikiart.org/images/nicolas-de-sta-l/les-musiciens-1952.jpg!PinterestSmall.jpg,Lyrical Abstraction,Portrait,Musicians,Red,Bright,Dynamic,https://www.wikiart.org/en/nicolas-de-sta-l/les-musiciens-1952
0635,Sigmar Polke,German,Capitalist realism,1941/2/13,2010/6/10,69,20th-21st,Aquarius,Germany,Oels,Europe,Germany,Cologne,Painting||Photography||Filmmaking||Performance art,Abstract,,Kunstakademie Dusseldorf,1,0,https://uploads6.wikiart.org/images/sigmar-polke/s-h-und-die-liebe-zum-stoff-2000.jpg!PinterestSmall.jpg,New European Painting,Still Life,"Heart, Chain",Red,Bright,Layered,https://www.wikiart.org/en/sigmar-polke/s-h-und-die-liebe-zum-stoff-2000
0636,Rodrigo Franz?o,Brazilian,Geometric abstraction||Constructivist art,1982/4/27,,,,Taurus,Brazil,San Paulo,South America,,,Mixed media||Textile,Geometric forms,,University of Sao Marcos,1,0,https://uploads0.wikiart.org/images/rodrigo-franzao/mechanic-imitation-2013.jpg!PinterestSmall.jpg,Contemporary,Abstract,Swirls And Geometric Shapes,Blue,Bright,Dynamic,https://www.wikiart.org/en/rodrigo-franzao/mechanic-imitation-2013
0637,Mary Joan Jay DeFeo,,Abstract Expressionism,1929/3/31,1989/11/11,60,20th,Aries,United States,Hanover,North America,,,Visual Art,,,"University of California, Berkeley",0,0,https://uploads6.wikiart.org/images/jay-defeo/the-ver-nica-1957.jpg!PinterestSmall.jpg,Abstract Expressionism,,,Earth Tones,Neutral,Dynamic Flow,https://www.wikiart.org/en/jay-defeo/the-ver-nica-1957
0638,Lalla A. Essaydi,Moroccan,Contemporary Art,1905/5/9,Living,,,,Morocco,Marrakesh,Africa,United States,New York,Photography||Painting,,Divorced,Tufts University,0,0,https://uploads8.wikiart.org/00299/images/lalla-essaydi/bullet-revisited-28-triptych.jpg!PinterestSmall.jpg,Contemporary,Portrait,Person On A Sofa,Earth Tones,Neutral,Triptych,https://www.wikiart.org/en/lalla-essaydi/bullet-revisited-28-triptych-2013
0639,Varnette Patricia Honeywood,American,,1950/12/27,2010/9/12,59,20th-21st,,United States,Los Angeles,North America,United States,Los Angeles,Painting||Writing||Business,Portrait,,Spelman College,0,0,https://uploads7.wikiart.org/00323/images/varnette-p-honeywood/double-dutch-1984.jpeg!PinterestSmall.jpeg,Pop Art,Genre Scene,Children Playing With A Jump Rope,Multicolored,Bright,Balanced,https://www.wikiart.org/en/varnette-p-honeywood/double-dutch-1984
0640,Sōen Nakagawa,Japanese,,1907/3/19,1984/3/11,76,20th,Pisces,China,Keelung,Asia,Japan,Tokyo,Poetry||Zen Buddhism,Haiku,Unmarried,Tokyo Imperial University,0,0,https://uploads4.wikiart.org/images/soen-nakagawa/mu.jpg!PinterestSmall.jpg,Zen,Abstract,Calligraphic Characters,Black,Neutral,Vertical Emphasis,https://www.wikiart.org/en/nakagawa-soen/mu
0641,Allan D'Arcangelo,American,Pop Art||Minimalism||Precisionism||Hard-Edge painting||Surrealism,1930/6/16,1998/12/17,68,20th,Gemini,United States,Buffalo,North America,United States,New York City,Painting||Printmaking,Highway signage||American themes,,University of Buffalo,0,0,https://uploads2.wikiart.org/images/allan-d-arcangelo/looking-north-at-121-mile-marker.jpg!PinterestSmall.jpg,Pop Art,Landscape,"Road, Buildings, Trees","White, Blue, Green, Black",Neutral,"Geometric, Minimalistic",https://www.wikiart.org/en/allan-d-arcangelo/looking-north-at-121-mile-marker
0642,Will Barnet,American,Social Realism||Modernism||Abstract Expressionism||Representational Minimalism,1911/5/25,2012/11/13,101,20th-21st,Gemini,United States,Beverly,North America,United States,New York City,Painting||Printmaking||Drawing,Portrait||Figurative||Abstract,Remarried,Art Students League,1,0,https://uploads2.wikiart.org/images/will-barnet/flight-2009.jpg!PinterestSmall.jpg,Indian Space painting,Abstract,Shapes,"Blue, Green, Orange",Neutral,Geometric Arrangement,https://www.wikiart.org/en/will-barnet/flight-2009
0643,Lothar Baumgarten,German,Conceptual,1905/4/27,,,,Taurus,Germany,Rheinsberg,Europe,,,Installation||Film,,,Staatlichen Akademie fur bildende Kunste Karlsruhe||Kunstakademie D眉sseldorf,0,0,https://uploads3.wikiart.org/images/lothar-baumgarten/shaiprabow-1985.jpg!PinterestSmall.jpg,Conceptual Art,Portrait,Person In A Canoe,Black And White,Neutral,Central Focus,https://www.wikiart.org/en/lothar-baumgarten/shaiprabow-1985
0644,Jürgen Partenheimer,German,Post-Minimalism||Metaphysical Realism,1947/5/14,,,,Taurus,Germany,Munich,Europe,,,Painting||Drawing||Sculpture,Abstract,,Ludwig Maximilian University of Munich||University of Arizona||University of California at Davis,0,4,https://uploads3.wikiart.org/images/jurgen-partenheimer/der-plan-1991.jpg!PinterestSmall.jpg,Abstract Expressionism,Still Life,Rectangles,"Orange, Blue, Purple",Neutral,Minimalist,https://www.wikiart.org/en/jurgen-partenheimer/der-plan-1991
